Parte real 		 Parte imaginaria
107.416	0
110.709	-10.3926
124.266	-29.2038
245.533	-205.971
104.57	34.8719
169.517	-8.45541
458.173	-135.541
-100.464	126.1
90.7058	74.3597
402.029	102.268
-548.47	-55.8774
-176.159	-3.51897
-104.558	3.81572
-73.3961	5.92125
-55.8285	6.57997
-44.5438	6.709
-36.6981	6.61838
-30.9447	6.43312
-26.5599	6.20927
-23.1192	5.97355
-20.3566	5.73911
-18.0967	5.51237
-16.2193	5.29634
-14.6394	5.09217
-13.2948	4.90007
-12.1394	4.71971
-11.1382	4.55053
-10.2641	4.39183
-9.49576	4.24289
-8.8164	4.10298
-8.21242	3.97143
-7.6728	3.84758
-7.18851	3.73084
-6.75208	3.62065
-6.35726	3.51652
-5.99885	3.41798
-5.6724	3.32462
-5.37418	3.23605
-5.10095	3.15192
-4.84997	3.07192
-4.61884	2.99576
-4.40549	2.92317
-4.20813	2.85392
-4.02517	2.78778
-3.85523	2.72455
-3.69708	2.66405
-3.54966	2.6061
-3.41199	2.55054
-3.28323	2.49724
-3.16262	2.44605
-3.04948	2.39687
-2.9432	2.34956
-2.84323	2.30403
-2.74908	2.26018
-2.66029	2.21791
-2.57647	2.17714
-2.49725	2.1378
-2.4223	2.09981
-2.35131	2.0631
-2.28401	2.02761
-2.22014	1.99327
-2.15948	1.96004
-2.1018	1.92785
-2.04693	1.89667
-1.99467	1.86643
-1.94486	1.83711
-1.89735	1.80866
-1.85201	1.78104
-1.80869	1.75421
-1.76729	1.72815
-1.72768	1.70281
-1.68977	1.67817
-1.65346	1.6542
-1.61867	1.63087
-1.5853	1.60816
-1.55328	1.58603
-1.52254	1.56448
-1.49301	1.54347
-1.46462	1.52299
-1.43733	1.50302
-1.41107	1.48353
-1.38579	1.46451
-1.36145	1.44595
-1.33799	1.42781
-1.31538	1.4101
-1.29358	1.3928
-1.27254	1.37589
-1.25223	1.35935
-1.23262	1.34318
-1.21368	1.32737
-1.19537	1.31189
-1.17767	1.29674
-1.16056	1.28192
-1.14399	1.2674
-1.12796	1.25319
-1.11244	1.23926
-1.09741	1.22561
-1.08285	1.21224
-1.06873	1.19913
-1.05505	1.18628
-1.04178	1.17367
-1.0289	1.16131
-1.01641	1.14918
-1.00428	1.13727
-0.9925	1.12559
-0.981061	1.11412
-0.969948	1.10286
-0.959148	1.09181
-0.948649	1.08095
-0.938441	1.07028
-0.928513	1.05979
-0.918854	1.04949
-0.909456	1.03937
-0.900308	1.02941
-0.891402	1.01963
-0.882729	1.01
-0.874282	1.00054
-0.866052	0.99123
-0.858033	0.982071
-0.850217	0.973059
-0.842596	0.964189
-0.835166	0.95546
-0.827919	0.946866
-0.82085	0.938406
-0.813953	0.930075
-0.807222	0.921871
-0.800651	0.913791
-0.794237	0.905831
-0.787974	0.897989
-0.781857	0.890262
-0.775882	0.882647
-0.770044	0.875143
-0.764339	0.867745
-0.758764	0.860453
-0.753314	0.853263
-0.747986	0.846174
-0.742776	0.839183
-0.737681	0.832287
-0.732696	0.825486
-0.72782	0.818776
-0.723049	0.812156
-0.71838	0.805624
-0.71381	0.799179
-0.709336	0.792817
-0.704956	0.786538
-0.700667	0.78034
-0.696467	0.774221
-0.692353	0.76818
-0.688322	0.762214
-0.684374	0.756323
-0.680504	0.750505
-0.676712	0.744758
-0.672995	0.739082
-0.669352	0.733474
-0.66578	0.727933
-0.662277	0.722459
-0.658842	0.717049
-0.655474	0.711703
-0.652169	0.706419
-0.648927	0.701196
-0.645747	0.696033
-0.642626	0.690929
-0.639563	0.685883
-0.636557	0.680893
-0.633607	0.675959
-0.63071	0.67108
-0.627866	0.666254
-0.625074	0.661481
-0.622332	0.65676
-0.619639	0.65209
-0.616994	0.647469
-0.614395	0.642898
-0.611842	0.638375
-0.609334	0.633899
-0.60687	0.629469
-0.604448	0.625085
-0.602068	0.620747
-0.599728	0.616452
-0.597429	0.6122
-0.595168	0.607992
-0.592945	0.603825
-0.590759	0.5997
-0.58861	0.595615
-0.586497	0.59157
-0.584418	0.587564
-0.582373	0.583597
-0.580362	0.579667
-0.578383	0.575776
-0.576436	0.57192
-0.574521	0.568101
-0.572636	0.564318
-0.570781	0.56057
-0.568955	0.556856
-0.567159	0.553176
-0.56539	0.549529
-0.563649	0.545915
-0.561935	0.542334
-0.560247	0.538784
-0.558585	0.535266
-0.556949	0.531779
-0.555337	0.528322
-0.55375	0.524895
-0.552187	0.521498
-0.550648	0.51813
-0.549131	0.51479
-0.547637	0.511479
-0.546165	0.508195
-0.544715	0.504939
-0.543286	0.501709
-0.541878	0.498507
-0.54049	0.49533
-0.539123	0.492179
-0.537775	0.489054
-0.536447	0.485954
-0.535137	0.482879
-0.533847	0.479828
-0.532574	0.476801
-0.53132	0.473797
-0.530083	0.470817
-0.528863	0.46786
-0.527661	0.464926
-0.526475	0.462014
-0.525305	0.459124
-0.524152	0.456257
-0.523015	0.45341
-0.521893	0.450585
-0.520786	0.44778
-0.519694	0.444997
-0.518617	0.442233
-0.517555	0.43949
-0.516507	0.436766
-0.515472	0.434062
-0.514452	0.431377
-0.513445	0.428712
-0.512451	0.426065
-0.511471	0.423436
-0.510503	0.420826
-0.509548	0.418234
-0.508605	0.415659
-0.507675	0.413103
-0.506756	0.410563
-0.50585	0.408041
-0.504955	0.405535
-0.504071	0.403047
-0.503199	0.400575
-0.502338	0.398119
-0.501487	0.395679
-0.500648	0.393255
-0.499819	0.390846
-0.499	0.388453
-0.498192	0.386076
-0.497393	0.383713
-0.496605	0.381365
-0.495826	0.379032
-0.495057	0.376714
-0.494298	0.37441
-0.493547	0.37212
-0.492806	0.369844
-0.492074	0.367582
-0.491351	0.365333
-0.490636	0.363099
-0.48993	0.360877
-0.489233	0.358668
-0.488544	0.356473
-0.487863	0.354291
-0.48719	0.352121
-0.486526	0.349963
-0.485869	0.347818
-0.48522	0.345686
-0.484579	0.343565
-0.483945	0.341457
-0.483318	0.33936
-0.482699	0.337275
-0.482088	0.335202
-0.481483	0.33314
-0.480885	0.331089
-0.480295	0.329049
-0.479711	0.327021
-0.479133	0.325003
-0.478563	0.322996
-0.477999	0.321
-0.477441	0.319014
-0.47689	0.317039
-0.476345	0.315074
-0.475807	0.313119
-0.475274	0.311175
-0.474747	0.30924
-0.474227	0.307315
-0.473712	0.3054
-0.473203	0.303494
-0.4727	0.301598
-0.472202	0.299711
-0.47171	0.297834
-0.471223	0.295966
-0.470742	0.294107
-0.470266	0.292256
-0.469796	0.290415
-0.46933	0.288583
-0.46887	0.286759
-0.468415	0.284944
-0.467965	0.283137
-0.46752	0.281339
-0.467079	0.279549
-0.466644	0.277767
-0.466213	0.275994
-0.465787	0.274228
-0.465366	0.272471
-0.464949	0.270721
-0.464537	0.268979
-0.464129	0.267245
-0.463726	0.265519
-0.463327	0.2638
-0.462932	0.262088
-0.462541	0.260384
-0.462155	0.258687
-0.461773	0.256997
-0.461395	0.255315
-0.461021	0.253639
-0.460651	0.251971
-0.460285	0.250309
-0.459923	0.248655
-0.459565	0.247007
-0.459211	0.245365
-0.45886	0.243731
-0.458513	0.242103
-0.45817	0.240481
-0.457831	0.238866
-0.457495	0.237257
-0.457163	0.235655
-0.456834	0.234058
-0.456509	0.232468
-0.456187	0.230884
-0.455868	0.229306
-0.455553	0.227734
-0.455242	0.226168
-0.454933	0.224607
-0.454628	0.223053
-0.454326	0.221504
-0.454028	0.21996
-0.453732	0.218423
-0.45344	0.216891
-0.45315	0.215364
-0.452864	0.213842
-0.452581	0.212327
-0.452301	0.210816
-0.452023	0.20931
-0.451749	0.20781
-0.451478	0.206315
-0.451209	0.204825
-0.450943	0.20334
-0.450681	0.20186
-0.45042	0.200385
-0.450163	0.198915
-0.449908	0.197449
-0.449657	0.195989
-0.449407	0.194533
-0.449161	0.193081
-0.448917	0.191635
-0.448675	0.190192
-0.448437	0.188755
-0.4482	0.187322
-0.447967	0.185893
-0.447735	0.184469
-0.447507	0.183049
-0.44728	0.181633
-0.447056	0.180221
-0.446835	0.178814
-0.446616	0.177411
-0.446399	0.176012
-0.446185	0.174617
-0.445973	0.173225
-0.445763	0.171838
-0.445555	0.170455
-0.44535	0.169076
-0.445147	0.167701
-0.444946	0.166329
-0.444748	0.164961
-0.444551	0.163597
-0.444357	0.162236
-0.444165	0.16088
-0.443975	0.159526
-0.443787	0.158177
-0.443601	0.15683
-0.443417	0.155488
-0.443235	0.154148
-0.443056	0.152812
-0.442878	0.15148
-0.442702	0.150151
-0.442528	0.148825
-0.442357	0.147502
-0.442187	0.146183
-0.442019	0.144866
-0.441853	0.143553
-0.441689	0.142243
-0.441527	0.140936
-0.441366	0.139632
-0.441208	0.138331
-0.441051	0.137033
-0.440896	0.135738
-0.440743	0.134446
-0.440592	0.133157
-0.440443	0.13187
-0.440295	0.130587
-0.440149	0.129306
-0.440005	0.128028
-0.439863	0.126752
-0.439722	0.125479
-0.439583	0.124209
-0.439446	0.122941
-0.43931	0.121676
-0.439176	0.120414
-0.439044	0.119154
-0.438913	0.117896
-0.438784	0.116641
-0.438657	0.115389
-0.438531	0.114138
-0.438407	0.11289
-0.438284	0.111645
-0.438163	0.110401
-0.438044	0.10916
-0.437926	0.107921
-0.43781	0.106685
-0.437695	0.10545
-0.437582	0.104218
-0.43747	0.102988
-0.43736	0.10176
-0.437251	0.100534
-0.437144	0.0993096
-0.437038	0.0980875
-0.436934	0.0968675
-0.436832	0.0956493
-0.43673	0.0944331
-0.43663	0.0932188
-0.436532	0.0920064
-0.436435	0.0907958
-0.436339	0.089587
-0.436245	0.08838
-0.436153	0.0871747
-0.436061	0.0859712
-0.435971	0.0847694
-0.435883	0.0835693
-0.435796	0.0823708
-0.43571	0.0811739
-0.435626	0.0799787
-0.435542	0.078785
-0.435461	0.0775928
-0.43538	0.0764022
-0.435301	0.0752131
-0.435224	0.0740255
-0.435147	0.0728393
-0.435072	0.0716545
-0.434999	0.0704712
-0.434926	0.0692892
-0.434855	0.0681085
-0.434786	0.0669292
-0.434717	0.0657512
-0.43465	0.0645744
-0.434584	0.0633989
-0.434519	0.0622247
-0.434456	0.0610516
-0.434394	0.0598797
-0.434333	0.058709
-0.434273	0.0575394
-0.434215	0.0563709
-0.434158	0.0552035
-0.434102	0.0540372
-0.434048	0.0528719
-0.433994	0.0517076
-0.433942	0.0505443
-0.433891	0.049382
-0.433842	0.0482206
-0.433793	0.0470601
-0.433746	0.0459006
-0.4337	0.0447419
-0.433655	0.0435841
-0.433612	0.0424271
-0.433569	0.0412709
-0.433528	0.0401155
-0.433488	0.0389609
-0.433449	0.037807
-0.433411	0.0366538
-0.433375	0.0355013
-0.43334	0.0343495
-0.433306	0.0331984
-0.433273	0.0320478
-0.433241	0.0308979
-0.433211	0.0297486
-0.433181	0.0285998
-0.433153	0.0274516
-0.433126	0.0263039
-0.4331	0.0251567
-0.433075	0.02401
-0.433052	0.0228637
-0.433029	0.0217178
-0.433008	0.0205724
-0.432988	0.0194274
-0.432969	0.0182827
-0.432952	0.0171383
-0.432935	0.0159943
-0.432919	0.0148506
-0.432905	0.0137072
-0.432892	0.012564
-0.43288	0.0114211
-0.432869	0.0102784
-0.432859	0.00913583
-0.432851	0.00799348
-0.432843	0.00685127
-0.432837	0.0057092
-0.432832	0.00456723
-0.432828	0.00342535
-0.432825	0.00228353
-0.432823	0.00114175
-0.432823	0
-0.432823	-0.00114175
-0.432825	-0.00228353
-0.432828	-0.00342535
-0.432832	-0.00456723
-0.432837	-0.0057092
-0.432843	-0.00685127
-0.432851	-0.00799348
-0.432859	-0.00913583
-0.432869	-0.0102784
-0.43288	-0.0114211
-0.432892	-0.012564
-0.432905	-0.0137072
-0.432919	-0.0148506
-0.432935	-0.0159943
-0.432952	-0.0171383
-0.432969	-0.0182827
-0.432988	-0.0194274
-0.433008	-0.0205724
-0.433029	-0.0217178
-0.433052	-0.0228637
-0.433075	-0.02401
-0.4331	-0.0251567
-0.433126	-0.0263039
-0.433153	-0.0274516
-0.433181	-0.0285998
-0.433211	-0.0297486
-0.433241	-0.0308979
-0.433273	-0.0320478
-0.433306	-0.0331984
-0.43334	-0.0343495
-0.433375	-0.0355013
-0.433411	-0.0366538
-0.433449	-0.037807
-0.433488	-0.0389609
-0.433528	-0.0401155
-0.433569	-0.0412709
-0.433612	-0.0424271
-0.433655	-0.0435841
-0.4337	-0.0447419
